op_process_latency,node164_ceph-osd.0.asok.txt,node164_ceph-osd.1.asok.txt,node164_ceph-osd.7.asok.txt,node165_ceph-osd.2.asok.txt,node165_ceph-osd.3.asok.txt,node166_ceph-osd.4.asok.txt,node166_ceph-osd.5.asok.txt
435,0.020375,0.022519,0.019946,0.022863,0.018985,0.021649,0
436,0.008115,7.3e-05,0.010678,0.009432,0,0.007612,0.009568
437,0,0,0,0,0.015619,0.00774,0.022278
438,0.000125,0,0.000131,0,0,0.019994,0
439,0.0002,0,0,0.019261,0.020431,0,0
440,0,0,0,0.019594,0.021261,0.020213,0.010094
441,0,0,0,0,0.014168,0,0.024196
442,0.000152,0,0.000124,0.015524,0.016281,0.022677,0.024357
443,0.000181,0,0,0.016953,0.02199,0.014775,0.015036
444,0,0,0,0.011553,0,0.000134,0.014046
445,0,0,0,0.009825,0.02308,0.017857,0.018694
446,0,0,0.000124,0.020793,0.011661,0.019591,0.019454
447,0.000122,0,0,0.019959,0.016718,0.023872,0.009476
448,0.000104,0,0,0.016889,0.01959,0.02038,0.020731
449,0.015714,0,0,0.021988,0.011494,0.020173,0
450,0,0,0.000131,0,0.018465,0.014961,0
451,0.000122,0,0,0,0.009542,0.023788,0.014263
452,0,0,0,0.019296,0.000145,0.02005,0.014342
453,0,0,0,0,0.007574,0.015076,0.034691
454,0,0,0.000126,0,0.042658,0,0
455,0.000179,0,0,0.015282,0.020356,0.0207,0
456,0,0,0,0,0.021854,0.021334,0.006684
457,0,0,0,0,0,0.02114,0.017427
458,0,0,0.000191,0,0,0.013169,0
459,0.000116,0,0,0,0,0.012311,0.015622
460,0,0,0,0,0.00018,0,0
461,0,0,0,0,0,0.000161,0
462,0,0,0.000202,0,0,0,0
463,0.000235,0,0,0,0,0,0
464,0,0,0,0,0,0,0
465,0,0,0,0,0.000168,0,0
466,0,0,0.000183,0,0,0.00017,0
467,0.000124,0,0,0,0,0,0
468,0,0,0,0,0,0,0
469,0,0,0,0,0.000133,0,0
470,0,0,0.000189,0,0,0.000174,0
471,0.000195,0,0,0,0,0,0
472,0,0,0,0,0,0.016947,0
473,0,0,0,0,0.000155,0,0
474,0,0,0.00015,0,0,0,0
475,0.000133,0,0,0,0,0,0
476,0,0,0,0,0,0,0
477,0,0,0,0,0.00017,0,0
478,0,0,0,0,0,0,0
479,0.000175,0,0.000123,0,0,0,0
480,0,0,0,0,0,0,0
481,0,0,0,0,0,0,0
482,0,0,0,0,0.000244,0,0
483,0.000158,0,0.000132,0,0,0,0
484,0,0,0,0,0,0,0
485,0,0,0,0,0,0,0
486,0,0,0,0,0.000116,0,0
487,0.000163,0,0.000121,0,0,0,0
488,0,0,0,0,0,0,0
489,0,0,0,0,0,0,0
490,0,0,0,0,0.000129,0,0
491,0.000127,0,0.00017,0,0,0,0
492,0,0,0,0,0,0,0
493,0,0,0,0,0,0,0
494,0,0,0,0,0.000161,0,0
495,0,0,0.000205,0,0,0,0
496,0.000168,0,0,0,0,0,0
497,0,0,0,0,0,0,0
498,0,0,0,0,0,0,0
499,0,0,0,0,0.000188,0,0
500,0,0,0.000135,0,0,0,0
501,0.000145,0,0,0,0,0,0
502,0,0,0,0,0,0,0
503,0,0,0,0,0.000177,0,0
504,0,0,0,0,0,0,0
505,0,0,0.000226,0,0,0,0
506,0.00017,0,0,0,0,0,0
507,0,0,0,0,0.000164,0,0
508,0,0,0,0,0,0,0
509,0,0,0,0,0,0,0
510,0,0,0.000199,0,0,0,0
511,0.000202,0,0,0,0,0,0
512,0,0,0,0,0.000122,0,0
513,0,0,0,0,0,0,0
514,0,0,0,0,0,0,0
515,Null,Null,0.00018,0,0,0,0
516,Null,Null,Null,0,0.000119,0,0
517,Null,Null,Null,0,0,0,0
518,Null,Null,Null,0,0,0,0
519,Null,Null,Null,0,0,0,0
520,Null,Null,Null,0,0,0,0
521,Null,Null,Null,0,0.000176,0,0
522,Null,Null,Null,0,0,0,0
523,Null,Null,Null,0,0,0,0
524,Null,Null,Null,0,0,0,0
525,Null,Null,Null,0,0,0,0
526,Null,Null,Null,0,0.000247,0,0
527,Null,Null,Null,0,0,0,0
528,Null,Null,Null,0,0,0,0
529,Null,Null,Null,0,0,0,0
530,Null,Null,Null,0,0,0,0
531,Null,Null,Null,0,0.000129,0,0
532,Null,Null,Null,0,0,0,0
533,Null,Null,Null,0,0,0,0
534,Null,Null,Null,0,0,0,0
535,Null,Null,Null,0,0,0,0
536,Null,Null,Null,0,0.000178,0,0
537,Null,Null,Null,0,0,0,0
538,Null,Null,Null,0,0,0,0
539,Null,Null,Null,0,0,0,0
540,Null,Null,Null,0,0,0,0
541,Null,Null,Null,0,0.000196,0,0
542,Null,Null,Null,0,0,0,0
543,Null,Null,Null,0,0,0,0
544,Null,Null,Null,0,0,0,0
545,Null,Null,Null,0,0,0,0
546,Null,Null,Null,0,0.000159,0,0
547,Null,Null,Null,0,0,0,0
548,Null,Null,Null,0,0,0,0
549,Null,Null,Null,0,0,0,0
550,Null,Null,Null,0,0.000196,0,0
551,Null,Null,Null,0,0,0,0
552,Null,Null,Null,0,0,0,0
553,Null,Null,Null,0,0,0,0
554,Null,Null,Null,0,0,0,0
555,Null,Null,Null,0,0.000176,0,0
556,Null,Null,Null,0,0,0,0
557,Null,Null,Null,0,0,0,0
558,Null,Null,Null,0,0,0,0
559,Null,Null,Null,0,0,0,0
560,Null,Null,Null,0,0.000177,0,0
561,Null,Null,Null,0,0,0,0
562,Null,Null,Null,0,0,0,0
563,Null,Null,Null,Null,Null,0,0
564,Null,Null,Null,Null,Null,0,0
565,Null,Null,Null,Null,Null,0,0
566,Null,Null,Null,Null,Null,0,0
567,Null,Null,Null,Null,Null,0,0
568,Null,Null,Null,Null,Null,0,0
569,Null,Null,Null,Null,Null,0,0
570,Null,Null,Null,Null,Null,0,0
571,Null,Null,Null,Null,Null,0,0
572,Null,Null,Null,Null,Null,0,0
573,Null,Null,Null,Null,Null,0,0
574,Null,Null,Null,Null,Null,0,0
575,Null,Null,Null,Null,Null,0,0
576,Null,Null,Null,Null,Null,0,0
577,Null,Null,Null,Null,Null,0,0
578,Null,Null,Null,Null,Null,0,0
579,Null,Null,Null,Null,Null,0,0
580,Null,Null,Null,Null,Null,0,0
581,Null,Null,Null,Null,Null,0,0
582,Null,Null,Null,Null,Null,0,0
583,Null,Null,Null,Null,Null,0,0
584,Null,Null,Null,Null,Null,0,0
585,Null,Null,Null,Null,Null,0,0
586,Null,Null,Null,Null,Null,0,0
